,post,type,symptom,label
3838,"Feeling so empty has made it hard to focus on work, and I can't even decide what to eat for dinner without stressing out.",colloquial,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3839,"I’m overwhelmed by sadness, can’t keep my mind on anything, and making decisions feels like a mountain to climb.",colloquial,"['Depressed_Mood', 'Inattention', 'Indecisiveness']","[0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
3840,"I experience persistent insomnia, feeling emotionally empty and unable to enjoy food, while constantly feeling worthless and guilty.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3841,"My initial insomnia and frequent awakenings leave me with a persistent low mood, accompanied by significant weight loss and pervasive feelings of guilt.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3842,"Despite excessive sleeping, I wake up feeling unrefreshed, overwhelmed with sadness, disinterest in food, and an exaggerated sense of personal defects.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3843,"I experience nocturnal panic attacks and restless sleep, coupled with a sense of despair, loss of appetite, and persistent self-reproach.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3844,"Increased daytime sleepiness occurs alongside persistent melancholy, significant fluctuations in weight, and recurrent self-critical thoughts.",clinical,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3845,"I'm so tired even after sleeping a lot, I feel like a shell of myself, can't eat much, and always beat myself up over every little thing.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3846,"I haven't been sleeping well lately, constantly feeling sad, and I don't even want to eat. I just feel like a failure.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3847,"Every night is a struggle with sleep, feeling empty and sad. I either eat too much or nothing at all, and guilt is a constant companion.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3848,"I'm tired of waking up early and feeling this overwhelming sadness, with no appetite, just guilt and worthlessness all the time.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3849,"My sleep is a mess, my mood is always low, and I can't stop feeling guilty about everything, even how I eat.",colloquial,"['Depressed_Mood', 'Worthlessness_and_guilty', 'Sleep_disturbance', 'Weight_and_appetite_change']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]"
3850,"I am experiencing significant fatigue and a profound lack of energy, which is accompanied by markedly diminished interest in activities that were once meaningful to me.",clinical,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3851,The persistent tiredness and lack of energy I feel are paralleled by a complete disinterest in engaging with others or pursuing my usual activities.,clinical,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3852,"Despite getting adequate rest, I feel an unrelenting exhaustion that coincides with a noticeable decline in my motivation to participate in daily life.",clinical,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3853,"I experience sustained fatigue and decreased energy levels, which significantly contribute to my social withdrawal and lack of interest in personal hobbies.",clinical,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3854,The pervasive sense of tiredness I endure is coupled with a profound sense of disinterest and lack of motivation in both my professional and personal life.,clinical,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3855,"I’m constantly tired, and honestly, I just don’t care about anything anymore. It all feels pointless.",colloquial,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3856,I feel wiped out all the time and really can’t be bothered to do anything or see anyone. Just wanna stay in bed.,colloquial,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3857,"No matter how much I sleep, I’m always exhausted, and I’ve lost all interest in things I used to love.",colloquial,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3858,"Every day feels draining, and I’ve got zero motivation to even go outside or meet people.",colloquial,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3859,"I’m just so tired of everything, and nothing excites me anymore. I feel like I’m just going through the motions.",colloquial,"['Loss_of_interest_or_motivation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
3860,"I experience a persistent sense of melancholy accompanied by an inability to sit still and a constant lack of energy, which interferes with my daily functioning.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3861,"I feel emotionally numb and often find myself fidgeting restlessly, while simultaneously battling a persistent sense of exhaustion.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3862,My pervasive feelings of sadness are compounded by an unrelenting state of hyperactivity and an overwhelming fatigue that I can't shake off.,clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3863,I experience frequent crying spells coupled with a relentless need to be moving and a profound sense of tiredness that hinders my ability to accomplish tasks.,clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3864,"There is a persistent low mood and a constant sense of restlessness, along with a significant decrease in energy that leaves me feeling drained.",clinical,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3865,"I feel so empty all the time, like I'm just pacing around for no reason, and I'm so tired I can't even move sometimes.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3866,I can't stop moving even though I'm dead tired and feel like crying all the time.,colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3867,"I feel like I'm running on empty, always restless and sad, with zero energy to do anything.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3868,"I'm just so sad and tired, but my body won't stop moving like I'm on autopilot.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3869,"I can't sit still and I'm always so sad, but I'm way too exhausted to deal with any of it.",colloquial,"['Depressed_Mood', 'Hyperactivity_agitation', 'Decreased_energy_tiredness_fatigue']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
3870,"I frequently find myself struggling with persistent feelings of sadness, compounded by an inability to sustain attention during tasks and frequent lapses in memory, which lead to difficulties in completing my duties.",clinical,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3871,"Due to a pervasive sense of melancholy, I am often unable to remember even the simplest of instructions, and I find it difficult to concentrate on or organize tasks, resulting in an inability to complete work effectively.",clinical,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3872,"I experience a persistent sense of despair that is accompanied by significant difficulties in focusing on tasks and frequent forgetfulness, which interfere with my ability to manage my daily responsibilities efficiently.",clinical,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3873,"My constant emotional numbness is exacerbated by a diminished ability to concentrate, along with poor memory retention, which together hinder my capacity to execute even basic activities.",clinical,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3874,"This enduring low mood I am in is accompanied by an inability to hold rational conversations owing to my poor memory and frequent distraction by minor stimuli, impacting my personal and professional life significantly.",clinical,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3875,"I feel so empty and can't focus on anything for long. Plus, I'm always losing stuff and forgetting what's important.",colloquial,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3876,"It's like my brain just shuts down sometimes. I'm sad all the time, can't remember details from my day, and I just space out when I'm supposed to be paying attention.",colloquial,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3877,"I'm always in a fog of sadness, and I can't concentrate or recall what I need to. It's frustrating to not remember things and to keep losing track of what's happening around me.",colloquial,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3878,"Every day feels so heavy. I struggle to remember basic things, I can't stay focused on any task, and I just feel down all the time.",colloquial,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3879,I feel so lost with this constant sadness. I can't seem to finish anything because I forget details and can't concentrate on anything for long.,colloquial,"['Depressed_Mood', 'Inattention', 'Poor_memory']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0]"
3880,"I experience recurrent suicidal ideation without a specific plan, feel hopeless with a pervasive sense of gloom, and have markedly diminished interest in significant activities.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3881,"I've been feeling emotionally numb, experiencing intrusive thoughts about dying, and I have lost my motivation to do things I once enjoyed.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3882,"Persistent thoughts of not wanting to live are accompanied by a pervasive low mood, and a lack of enthusiasm for hobbies or pastimes once enjoyed.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3883,"I’m preoccupied with death-related themes, frequently experience crying spells, and feel a persistent inability to experience positive emotions.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3884,"I feel overwhelmed by thoughts of self-harm, have a distressing sense of incompleteness, and have lost interest in maintaining relationships.",clinical,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3885,Sometimes I just think about dying and how nothing makes me happy anymore. It feels like there’s no way out.,colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3886,"I feel so empty and detached from everything. I don't even want to hang out with friends, and thoughts of ending it all keep popping up.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3887,"I’ve been crying a lot lately, and honestly, I’ve thought about how dying might be a relief. Nothing matters anymore.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3888,I can't shake off these thoughts of ending it. I feel so low and don't care about anything I used to love.,colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3889,"Just feeling trapped in this dark place, and sometimes I think the only way out is to stop being here altogether.",colloquial,"['Depressed_Mood', 'Loss_of_interest_or_motivation', 'Suicidal_ideas']","[0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
3890,"I experience persistent self-reproach and feelings of guilt about my perceived failures, along with a pervasive sense of pessimism that overshadows any hope for the future. My sleep is consistently disrupted, often waking up multiple times during the night.",clinical,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3891,"I feel like I'm worthless and constantly guilty over things I can't change, and I can't shake the feeling that my future is bleak. My sleep is erratic, either I'm sleeping too much or not enough.",clinical,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3892,"Despite attempting to initiate sleep, insomnia persists, compounded by a constant feeling of guilt and the expectation that my goals are ultimately unattainable.",clinical,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3893,"I suffer from an exaggerated sense of self-blame and low self-worth, foreseeing persistent failure in life's pursuits, which contributes to ongoing sleep disturbances.",clinical,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3894,"My guilt about past minor failings leads to a sense of hopelessness regarding the future, coupled with frequent nocturnal awakenings and difficulty falling asleep.",clinical,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3895,"Can't help but feel like everything's my fault. I can't sleep at night, and I don't see how things will ever get better.",colloquial,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3896,"Every night I lie awake feeling like a failure, convinced nothing will change for the better.",colloquial,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3897,"I blame myself for everything that's gone wrong, and I can't picture a future where I'm happy. My sleep's all over the place.",colloquial,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3898,"Feeling guilty over every little thing, I can't see any light at the end of the tunnel, and my sleep is a complete mess.",colloquial,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
3899,"I'm up all night thinking about how I've let everyone down, and I just can't see anything good coming my way.",colloquial,"['Worthlessness_and_guilty', 'Pessimism', 'Sleep_disturbance']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0]"
