,post,type,symptom,description,label
1691,I feel like a complete failure and blame myself for everything that goes wrong.,colloquial,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1692,I persistently internalize guilt and perceive myself as inherently worthless.,clinical,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1693,"I can't stop thinking that everything is my fault, even when others tell me it's not.",colloquial,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1694,I have recurrent thoughts of being undeserving and excessively culpable for any negative outcomes.,clinical,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1695,I constantly beat myself up over things that happened years ago.,colloquial,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1696,I frequently experience an overwhelming sense of worthlessness and self-reproach.,clinical,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1697,"I’m always feeling like I’m the worst person ever, no matter what I do.",colloquial,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1698,I regularly engage in self-criticism and feel responsible for events beyond my control.,clinical,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1699,I can't shake the feeling that I'm a burden and deserve all the blame.,colloquial,Worthlessness_and_guilty,Engaging in self-blame,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
1700,I am experiencing a marked decrease in interest or pleasure in almost all activities that I once found enjoyable.,clinical,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1701,I don't feel like doing anything.,colloquial,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1702,There is a significant reduction in my motivation to engage in daily routines or hobbies.,clinical,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1703,I can't seem to get excited about anything anymore.,colloquial,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1704,I have noticed a persistent lack of interest in activities that I previously valued.,clinical,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1705,I just don't care about stuff the way I used to.,colloquial,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1706,I am unable to derive pleasure from activities that were once significant sources of joy.,clinical,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1707,Nothing seems fun to me anymore.,colloquial,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1708,There is a noticeable decline in my enthusiasm for pursuits or interests.,clinical,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1709,I can't find the motivation to do anything these days.,colloquial,Loss_of_interest_or_motivation,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1710,I experience a persistent lack of interest in activities that used to be enjoyable.,clinical,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1711,"I just don't feel connected to anyone anymore, and it's like I'm drifting away from them.",colloquial,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1712,I find myself unable to engage in social activities that previously brought me satisfaction.,clinical,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1713,I feel so detached from everyone around me and can't seem to care about anything.,colloquial,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1714,I exhibit an ongoing disinterest in maintaining relationships that were once significant to me.,clinical,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1715,I don't feel like hanging out with friends anymore; I just want to be left alone.,colloquial,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1716,I have a marked indifference towards interpersonal relationships that were previously important.,clinical,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1717,I feel like I'm becoming a stranger to my own life and the people in it.,colloquial,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1718,I often experience a sense of emotional disconnection from those around me.,clinical,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1719,It's hard to care about anyone or anything lately; everything feels so distant.,colloquial,Loss_of_interest_or_motivation,Feelings of detachment or estrangement from others.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1720,"I exhibit a marked decrease in interest or pleasure in all, or almost all, activities most of the day, nearly every day.",clinical,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1721,It feels like I've lost the drive to do anything I once enjoyed.,colloquial,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1722,I find myself persistently lacking motivation to engage in activities that were previously enjoyable.,clinical,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1723,I just don't care about doing the stuff I used to love anymore.,colloquial,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1724,There is a significant reduction in my interest or motivation to participate in daily activities.,clinical,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1725,I'm not into anything these days; it all feels pointless.,colloquial,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1726,I experience a persistent absence of desire to participate in social or recreational activities.,clinical,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1727,"I used to get excited about my hobbies, but now I just don't care.",colloquial,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1728,I am experiencing a pervasive lack of enthusiasm or interest in previously rewarding activities.,clinical,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1729,"I can't find the motivation to do anything anymore, even things I used to love.",colloquial,Loss_of_interest_or_motivation,I don't enjoy things as much as I used to.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1730,I exhibit a marked decrease in interest or pleasure in previously enjoyed activities and hobbies.,clinical,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1731,I can't seem to get excited about anything anymore.,colloquial,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1732,There is a significant reduction in my engagement in social and recreational activities.,clinical,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1733,Everything just seems boring to me now.,colloquial,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1734,I have experienced a substantial decline in my intrinsic motivation for activities that I once found fulfilling.,clinical,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1735,I don't care about doing things I used to love anymore.,colloquial,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1736,I find it challenging to maintain interest in daily tasks and responsibilities.,clinical,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1737,I just can't find the energy to do anything these days.,colloquial,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1738,There is a noticeable lack of motivation in my participation in routine activities.,clinical,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1739,I feel like I've lost interest in everything I used to enjoy.,colloquial,Loss_of_interest_or_motivation,I have lost my interest in other people or things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1740,I have experienced a marked decrease in interest in activities I once found enjoyable.,clinical,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1741,"I just can't seem to care about anything anymore, even things that used to make me happy.",colloquial,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1742,I notice a significant decrease in my motivation to engage in activities I previously valued.,clinical,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1743,"I don’t feel like doing anything these days, nothing excites me anymore.",colloquial,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1744,I exhibit a diminished interest in participating in activities that were once significant to me.,clinical,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1745,All the stuff I used to love just seems pointless now.,colloquial,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1746,I find myself unable to engage with activities that previously brought me satisfaction.,clinical,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1747,"I don't feel like doing anything I used to enjoy, it's like I've stopped caring.",colloquial,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1748,There is a noticeable decline in my participation in activities I once deemed important.,clinical,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1749,"I just don't get excited about things anymore, everything feels dull.",colloquial,Loss_of_interest_or_motivation,Markedly diminished interest or participation in significant activities.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1750,I do not experience pleasure in activities that I once found enjoyable.,clinical,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1751,I just don't care about anything anymore.,colloquial,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1752,I find myself unable to derive satisfaction from hobbies or social interactions.,clinical,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1753,Nothing makes me happy these days.,colloquial,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1754,I have a diminished ability to feel happiness or love.,clinical,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1755,I can't remember the last time I felt excited about anything.,colloquial,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1756,I have a persistent lack of motivation to engage in social or recreational activities.,clinical,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1757,I just feel numb and uninterested all the time.,colloquial,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1758,I am unable to experience positive emotions such as joy or contentment.,clinical,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1759,Everything feels pointless; I don't feel anything anymore.,colloquial,Loss_of_interest_or_motivation,"Persistent inability to experience positive emotions (happiness, satisfaction, or loving feelings).","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1760,I find myself unable to initiate or maintain interest in activities that I previously enjoyed.,clinical,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1761,I don't feel like doing anything these days.,colloquial,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1762,I experience a marked decrease in the desire to engage in social or recreational activities.,clinical,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1763,I just can't bring myself to care about the things I used to love.,colloquial,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1764,I observe a significant reduction in motivation to participate in daily activities.,clinical,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1765,I'm not interested in anything anymore.,colloquial,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1766,I notice a persistent lack of drive to engage with tasks or hobbies.,clinical,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1767,I can't find the energy or desire to do anything at all.,colloquial,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1768,I experience a profound loss of interest in activities that previously provided satisfaction.,clinical,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1769,I feel like I've lost all my motivation to do even the simplest things.,colloquial,Loss_of_interest_or_motivation,Lose motivation to do things.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
1770,I exhibit a marked decline in interest in activities that I previously found enjoyable.,clinical,Loss_of_interest_or_motivation,Social withdrawal or neglect of pleasurable avocations.,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
